,rawContent,status,tweet_tokens,tweet_tokens_fdist,tweet_tokens_WSW,tweet_tokens_stemmed
144,saya kasih bintang karena banyak pemain menggunakan akun kecilbanyak cheater yang masih bisa menembus sistemdan gambar karakter game terlalu kecilhanya menambah efek fisual skill saja bukan ukuran gambar hero nya,1,"['saya', 'kasih', 'bintang', 'karena', 'banyak', 'pemain', 'menggunakan', 'akun', 'kecilbanyak', 'cheater', 'yang', 'masih', 'bisa', 'menembus', 'sistemdan', 'gambar', 'karakter', 'game', 'terlalu', 'kecilhanya', 'menambah', 'efek', 'fisual', 'skill', 'saja', 'bukan', 'ukuran', 'gambar', 'hero', 'nya']",<FreqDist with 29 samples and 30 outcomes>,"['kasih', 'bintang', 'pemain', 'akun', 'kecilbanyak', 'cheater', 'menembus', 'sistemdan', 'gambar', 'karakter', 'game', 'kecilhanya', 'menambah', 'efek', 'fisual', 'skill', 'ukuran', 'gambar', 'hero']","['kasih', 'bintang', 'main', 'akun', 'kecilbanyak', 'cheater', 'tembus', 'sistemdan', 'gambar', 'karakter', 'game', 'kecilhanya', 'tambah', 'efek', 'fisual', 'skill', 'ukur', 'gambar', 'hero']"
145,emosi gue lama lama sama game satu ini kenapa sih sekarang sering banget macet di loading screen nya kan gue jadi bete nungguinnyaaaaa lamaaaaa banget sampe satu jam kurang lohhhh nungguin loading screeen itu pun kalo bisa masuk nah ini gue mending uninstall aja lah game satu ini males banget jadinya main game ini,1,"['emosi', 'gue', 'lama', 'lama', 'sama', 'game', 'satu', 'ini', 'kenapa', 'sih', 'sekarang', 'sering', 'banget', 'macet', 'di', 'loading', 'screen', 'nya', 'kan', 'gue', 'jadi', 'bete', 'nungguinnyaaaaa', 'lamaaaaa', 'banget', 'sampe', 'satu', 'jam', 'kurang', 'lohhhh', 'nungguin', 'loading', 'screeen', 'itu', 'pun', 'kalo', 'bisa', 'masuk', 'nah', 'ini', 'gue', 'mending', 'uninstall', 'aja', 'lah', 'game', 'satu', 'ini', 'males', 'banget', 'jadinya', 'main', 'game', 'ini']",<FreqDist with 41 samples and 54 outcomes>,"['emosi', 'gue', 'game', 'banget', 'macet', 'loading', 'screen', 'gue', 'bete', 'nungguinnyaaaaa', 'lamaaaaa', 'banget', 'sampe', 'jam', 'lohhhh', 'nungguin', 'loading', 'screeen', 'masuk', 'gue', 'mending', 'uninstall', 'game', 'males', 'banget', 'main', 'game']","['emosi', 'gue', 'game', 'banget', 'macet', 'loading', 'screen', 'gue', 'bete', 'nungguinnyaaaaa', 'lamaaaaa', 'banget', 'sampe', 'jam', 'lohhhh', 'nungguin', 'loading', 'screeen', 'masuk', 'gue', 'mending', 'uninstall', 'game', 'males', 'banget', 'main', 'game']"
146,moonton selalu tidak menerapkan prinsip keadilannya terhadap playerselalu membuat player kesulitan untuk memenangkan pertandinganselalu diberikan tim yang performa bermainnya burukkecewa sekali kepada game moontonevent di perbarui di perbanyak tapi kualitas bermain tetap buruktidak akan pernah naik rank dengan mudah walaupun bermain setiap hari dan setiap jamsesuai bintang yang saya kasih hanya,1,"['moonton', 'selalu', 'tidak', 'menerapkan', 'prinsip', 'keadilannya', 'terhadap', 'playerselalu', 'membuat', 'player', 'kesulitan', 'untuk', 'memenangkan', 'pertandinganselalu', 'diberikan', 'tim', 'yang', 'performa', 'bermainnya', 'burukkecewa', 'sekali', 'kepada', 'game', 'moontonevent', 'di', 'perbarui', 'di', 'perbanyak', 'tapi', 'kualitas', 'bermain', 'tetap', 'buruktidak', 'akan', 'pernah', 'naik', 'rank', 'dengan', 'mudah', 'walaupun', 'bermain', 'setiap', 'hari', 'dan', 'setiap', 'jamsesuai', 'bintang', 'yang', 'saya', 'kasih', 'hanya']",<FreqDist with 47 samples and 51 outcomes>,"['moonton', 'menerapkan', 'prinsip', 'keadilannya', 'playerselalu', 'player', 'kesulitan', 'memenangkan', 'pertandinganselalu', 'tim', 'performa', 'bermainnya', 'burukkecewa', 'game', 'moontonevent', 'perbarui', 'perbanyak', 'kualitas', 'bermain', 'buruktidak', 'rank', 'mudah', 'bermain', 'jamsesuai', 'bintang', 'kasih']","['moonton', 'terap', 'prinsip', 'adil', 'playerselalu', 'player', 'sulit', 'menang', 'pertandinganselalu', 'tim', 'performa', 'main', 'burukkecewa', 'game', 'moontonevent', 'baru', 'banyak', 'kualitas', 'main', 'buruktidak', 'rank', 'mudah', 'main', 'jamsesuai', 'bintang', 'kasih']"
147,dulu saya suka sama game inicuman sekaranggame ini jadi semakin beratdi tambah jaringannya yg kadang suka ngelagpadahal saya udah pake data plus wifi kalo lagi mainjadi tolong perbaiki lagi jaringan nya supaya player bisa nyaman saat bermain,1,"['dulu', 'saya', 'suka', 'sama', 'game', 'inicuman', 'sekaranggame', 'ini', 'jadi', 'semakin', 'beratdi', 'tambah', 'jaringannya', 'yg', 'kadang', 'suka', 'ngelagpadahal', 'saya', 'udah', 'pake', 'data', 'plus', 'wifi', 'kalo', 'lagi', 'mainjadi', 'tolong', 'perbaiki', 'lagi', 'jaringan', 'nya', 'supaya', 'player', 'bisa', 'nyaman', 'saat', 'bermain']",<FreqDist with 34 samples and 37 outcomes>,"['suka', 'game', 'inicuman', 'sekaranggame', 'beratdi', 'jaringannya', 'kadang', 'suka', 'ngelagpadahal', 'udah', 'pake', 'data', 'plus', 'wifi', 'mainjadi', 'tolong', 'perbaiki', 'jaringan', 'player', 'nyaman', 'bermain']","['suka', 'game', 'inicuman', 'sekaranggame', 'beratdi', 'jaring', 'kadang', 'suka', 'ngelagpadahal', 'udah', 'pake', 'data', 'plus', 'wifi', 'mainjadi', 'tolong', 'baik', 'jaring', 'player', 'nyaman', 'main']"
148,kalian pasti melihat banyak orang yang tidak suka sama bug jaringan yang udah lama tidak di selesai kandi perbaiki jadibisakan kalian ber fokus pada bug ini dulu jangan kebanyakan ngurus event plis,1,"['kalian', 'pasti', 'melihat', 'banyak', 'orang', 'yang', 'tidak', 'suka', 'sama', 'bug', 'jaringan', 'yang', 'udah', 'lama', 'tidak', 'di', 'selesai', 'kandi', 'perbaiki', 'jadibisakan', 'kalian', 'ber', 'fokus', 'pada', 'bug', 'ini', 'dulu', 'jangan', 'kebanyakan', 'ngurus', 'event', 'plis']",<FreqDist with 28 samples and 32 outcomes>,"['orang', 'suka', 'bug', 'jaringan', 'udah', 'selesai', 'kandi', 'perbaiki', 'jadibisakan', 'ber', 'fokus', 'bug', 'kebanyakan', 'ngurus', 'event', 'plis']","['orang', 'suka', 'bug', 'jaring', 'udah', 'selesai', 'kandi', 'baik', 'jadibisakan', 'ber', 'fokus', 'bug', 'banyak', 'ngurus', 'event', 'plis']"
149,bug parah sering layar freze emang grafis makin bagus tapi sangat tidak friendly untuk user hape low spec mungkin beberapa waktu kedepan bakalan sepi ini game karena banyaknya pemain yang tidak punya perangkat yang mendukung,1,"['bug', 'parah', 'sering', 'layar', 'freze', 'emang', 'grafis', 'makin', 'bagus', 'tapi', 'sangat', 'tidak', 'friendly', 'untuk', 'user', 'hape', 'low', 'spec', 'mungkin', 'beberapa', 'waktu', 'kedepan', 'bakalan', 'sepi', 'ini', 'game', 'karena', 'banyaknya', 'pemain', 'yang', 'tidak', 'punya', 'perangkat', 'yang', 'mendukung']",<FreqDist with 33 samples and 35 outcomes>,"['bug', 'parah', 'layar', 'freze', 'emang', 'grafis', 'bagus', 'friendly', 'user', 'hape', 'low', 'spec', 'kedepan', 'sepi', 'game', 'banyaknya', 'pemain', 'perangkat', 'mendukung']","['bug', 'parah', 'layar', 'freze', 'emang', 'grafis', 'bagus', 'friendly', 'user', 'hape', 'low', 'spec', 'depan', 'sepi', 'game', 'banyak', 'main', 'perangkat', 'dukung']"
150,pake wifi sama aja ngelag parah grafik high ngelag grafik di setting ke smooth tetep aja nge lag di setting boost network tetep aja nge lag main rank di report gara gara afk dan feeding padahal sinyal bagus pake wifi dan buat main game lain gx lag cuma main mobile legend aja yg nge lag terus terusan penyimpanan masih banyak ntah lah gx enak bener buat push rank mohon diperbaiki,1,"['pake', 'wifi', 'sama', 'aja', 'ngelag', 'parah', 'grafik', 'high', 'ngelag', 'grafik', 'di', 'setting', 'ke', 'smooth', 'tetep', 'aja', 'nge', 'lag', 'di', 'setting', 'boost', 'network', 'tetep', 'aja', 'nge', 'lag', 'main', 'rank', 'di', 'report', 'gara', 'gara', 'afk', 'dan', 'feeding', 'padahal', 'sinyal', 'bagus', 'pake', 'wifi', 'dan', 'buat', 'main', 'game', 'lain', 'gx', 'lag', 'cuma', 'main', 'mobile', 'legend', 'aja', 'yg', 'nge', 'lag', 'terus', 'terusan', 'penyimpanan', 'masih', 'banyak', 'ntah', 'lah', 'gx', 'enak', 'bener', 'buat', 'push', 'rank', 'mohon', 'diperbaiki']",<FreqDist with 47 samples and 70 outcomes>,"['pake', 'wifi', 'ngelag', 'parah', 'grafik', 'high', 'ngelag', 'grafik', 'setting', 'smooth', 'tetep', 'nge', 'lag', 'setting', 'boost', 'network', 'tetep', 'nge', 'lag', 'main', 'rank', 'report', 'gara', 'gara', 'afk', 'feeding', 'sinyal', 'bagus', 'pake', 'wifi', 'main', 'game', 'gx', 'lag', 'main', 'mobile', 'legend', 'nge', 'lag', 'terusan', 'penyimpanan', 'ntah', 'gx', 'enak', 'bener', 'push', 'rank', 'mohon', 'diperbaiki']","['pake', 'wifi', 'ngelag', 'parah', 'grafik', 'high', 'ngelag', 'grafik', 'setting', 'smooth', 'tetep', 'nge', 'lag', 'setting', 'boost', 'network', 'tetep', 'nge', 'lag', 'main', 'rank', 'report', 'gara', 'gara', 'afk', 'feeding', 'sinyal', 'bagus', 'pake', 'wifi', 'main', 'game', 'gx', 'lag', 'main', 'mobile', 'legend', 'nge', 'lag', 'terus', 'simpan', 'ntah', 'gx', 'enak', 'bener', 'push', 'rank', 'mohon', 'baik']"
151,tolonglah saat matching disetarakanjangan lawannya pro teman sendiri gak bisa main padahal udah di rank tinggi kalo apa kali masih bisa dimaklumi lahhh ini terusan lose terus karena teman gak sebanding sama musuh,1,"['tolonglah', 'saat', 'matching', 'disetarakanjangan', 'lawannya', 'pro', 'teman', 'sendiri', 'gak', 'bisa', 'main', 'padahal', 'udah', 'di', 'rank', 'tinggi', 'kalo', 'apa', 'kali', 'masih', 'bisa', 'dimaklumi', 'lahhh', 'ini', 'terusan', 'lose', 'terus', 'karena', 'teman', 'gak', 'sebanding', 'sama', 'musuh']",<FreqDist with 30 samples and 33 outcomes>,"['tolonglah', 'matching', 'disetarakanjangan', 'lawannya', 'pro', 'teman', 'main', 'udah', 'rank', 'kali', 'dimaklumi', 'lahhh', 'terusan', 'lose', 'teman', 'sebanding', 'musuh']","['tolong', 'matching', 'disetarakanjangan', 'lawan', 'pro', 'teman', 'main', 'udah', 'rank', 'kali', 'maklum', 'lahhh', 'terus', 'lose', 'teman', 'banding', 'musuh']"
152,saya sangat tidak puas dengan matchmaking yang diberikan karena berapa banyak mengandung tim yang nub apakah dari sistem memang di atur seperti itu kalo iya kenapa saya sudah melakukan permainan match tetap kalah menang stack di epic mau ke epic satu tidak bisa sama sekali tolong apresiasi sama player solo terima kasih,1,"['saya', 'sangat', 'tidak', 'puas', 'dengan', 'matchmaking', 'yang', 'diberikan', 'karena', 'berapa', 'banyak', 'mengandung', 'tim', 'yang', 'nub', 'apakah', 'dari', 'sistem', 'memang', 'di', 'atur', 'seperti', 'itu', 'kalo', 'iya', 'kenapa', 'saya', 'sudah', 'melakukan', 'permainan', 'match', 'tetap', 'kalah', 'menang', 'stack', 'di', 'epic', 'mau', 'ke', 'epic', 'satu', 'tidak', 'bisa', 'sama', 'sekali', 'tolong', 'apresiasi', 'sama', 'player', 'solo', 'terima', 'kasih']",<FreqDist with 46 samples and 52 outcomes>,"['puas', 'matchmaking', 'mengandung', 'tim', 'nub', 'sistem', 'atur', 'iya', 'permainan', 'match', 'kalah', 'menang', 'stack', 'epic', 'epic', 'tolong', 'apresiasi', 'player', 'solo', 'terima', 'kasih']","['puas', 'matchmaking', 'kandung', 'tim', 'nub', 'sistem', 'atur', 'iya', 'main', 'match', 'kalah', 'menang', 'stack', 'epic', 'epic', 'tolong', 'apresiasi', 'player', 'solo', 'terima', 'kasih']"
153,masa habis update malah makin error bknnya nmbah bgs malah mkin gk bnr contohnya pada saat saya loading mulai pertandingan udh mau selesai eh malah ada tulisan loading file errorsilahkan login kembali ke dalam game udah saya ulang berkali kali masih aja kan jadinya kesel bgt kan jadinya afk kredit score saya brkrng dan gk bisa main rank montoon tolong bgt balikin kredit score saya saya mau main tapi malah error kayak gitu jadinya gak nyaman lah pokoknya balikin kredit score saya,1,"['masa', 'habis', 'update', 'malah', 'makin', 'error', 'bknnya', 'nmbah', 'bgs', 'malah', 'mkin', 'gk', 'bnr', 'contohnya', 'pada', 'saat', 'saya', 'loading', 'mulai', 'pertandingan', 'udh', 'mau', 'selesai', 'eh', 'malah', 'ada', 'tulisan', 'loading', 'file', 'errorsilahkan', 'login', 'kembali', 'ke', 'dalam', 'game', 'udah', 'saya', 'ulang', 'berkali', 'kali', 'masih', 'aja', 'kan', 'jadinya', 'kesel', 'bgt', 'kan', 'jadinya', 'afk', 'kredit', 'score', 'saya', 'brkrng', 'dan', 'gk', 'bisa', 'main', 'rank', 'montoon', 'tolong', 'bgt', 'balikin', 'kredit', 'score', 'saya', 'saya', 'mau', 'main', 'tapi', 'malah', 'error', 'kayak', 'gitu', 'jadinya', 'gak', 'nyaman', 'lah', 'pokoknya', 'balikin', 'kredit', 'score', 'saya']",<FreqDist with 60 samples and 82 outcomes>,"['habis', 'update', 'error', 'bknnya', 'nmbah', 'bgs', 'mkin', 'gk', 'bnr', 'contohnya', 'loading', 'pertandingan', 'udh', 'selesai', 'eh', 'tulisan', 'loading', 'file', 'errorsilahkan', 'login', 'game', 'udah', 'ulang', 'berkali', 'kali', 'kesel', 'bgt', 'afk', 'kredit', 'score', 'brkrng', 'gk', 'main', 'rank', 'montoon', 'tolong', 'bgt', 'balikin', 'kredit', 'score', 'main', 'error', 'kayak', 'gitu', 'nyaman', 'pokoknya', 'balikin', 'kredit', 'score']","['habis', 'update', 'error', 'bknnya', 'nmbah', 'bgs', 'mkin', 'gk', 'bnr', 'contoh', 'loading', 'tanding', 'udh', 'selesai', 'eh', 'tulis', 'loading', 'file', 'errorsilahkan', 'login', 'game', 'udah', 'ulang', 'kali', 'kali', 'kesel', 'bgt', 'afk', 'kredit', 'score', 'brkrng', 'gk', 'main', 'rank', 'montoon', 'tolong', 'bgt', 'balikin', 'kredit', 'score', 'main', 'error', 'kayak', 'gitu', 'nyaman', 'pokok', 'balikin', 'kredit', 'score']"
154,setelah update di saat loading sy cuma stuck di sekitar menit lebih baru bisa masukdan pertandingan terakhir afk karena tdk masuk dalam pertandingandan kami pemain yg menerima akibat nyakredit skor turun dan pengurangan bintangpadahal jaringan sangat bagus,1,"['setelah', 'update', 'di', 'saat', 'loading', 'sy', 'cuma', 'stuck', 'di', 'sekitar', 'menit', 'lebih', 'baru', 'bisa', 'masukdan', 'pertandingan', 'terakhir', 'afk', 'karena', 'tdk', 'masuk', 'dalam', 'pertandingandan', 'kami', 'pemain', 'yg', 'menerima', 'akibat', 'nyakredit', 'skor', 'turun', 'dan', 'pengurangan', 'bintangpadahal', 'jaringan', 'sangat', 'bagus']",<FreqDist with 36 samples and 37 outcomes>,"['update', 'loading', 'sy', 'stuck', 'menit', 'masukdan', 'pertandingan', 'afk', 'masuk', 'pertandingandan', 'pemain', 'menerima', 'akibat', 'nyakredit', 'skor', 'turun', 'pengurangan', 'bintangpadahal', 'jaringan', 'bagus']","['update', 'loading', 'sy', 'stuck', 'menit', 'masukdan', 'tanding', 'afk', 'masuk', 'pertandingandan', 'main', 'terima', 'akibat', 'nyakredit', 'skor', 'turun', 'kurang', 'bintangpadahal', 'jaring', 'bagus']"
155,matchmaking sistemnya tolong diperbaiki sering ktemu lawan kuat dan teman tim yang tidak tau bermain saat mabar sama teman juga ketemu tim mabar kuat bukan soal tidak menerima kekalahan tapi ini kelewatan bahkan hampir tidak ada menangnya sama sekali,1,"['matchmaking', 'sistemnya', 'tolong', 'diperbaiki', 'sering', 'ktemu', 'lawan', 'kuat', 'dan', 'teman', 'tim', 'yang', 'tidak', 'tau', 'bermain', 'saat', 'mabar', 'sama', 'teman', 'juga', 'ketemu', 'tim', 'mabar', 'kuat', 'bukan', 'soal', 'tidak', 'menerima', 'kekalahan', 'tapi', 'ini', 'kelewatan', 'bahkan', 'hampir', 'tidak', 'ada', 'menangnya', 'sama', 'sekali']",<FreqDist with 32 samples and 39 outcomes>,"['matchmaking', 'sistemnya', 'tolong', 'diperbaiki', 'ktemu', 'lawan', 'kuat', 'teman', 'tim', 'bermain', 'mabar', 'teman', 'ketemu', 'tim', 'mabar', 'kuat', 'menerima', 'kekalahan', 'kelewatan', 'menangnya']","['matchmaking', 'sistem', 'tolong', 'baik', 'ktemu', 'lawan', 'kuat', 'teman', 'tim', 'main', 'mabar', 'teman', 'ketemu', 'tim', 'mabar', 'kuat', 'terima', 'kalah', 'lewat', 'menang']"
156,game busuk menang kalah di setting bukan pure match jaringan juga suka reconnect terutama klo deket turent musuh pas awal game auto masuk sendiri dalam turent mati pantes rantingnya rendah game gk berkualitas,1,"['game', 'busuk', 'menang', 'kalah', 'di', 'setting', 'bukan', 'pure', 'match', 'jaringan', 'juga', 'suka', 'reconnect', 'terutama', 'klo', 'deket', 'turent', 'musuh', 'pas', 'awal', 'game', 'auto', 'masuk', 'sendiri', 'dalam', 'turent', 'mati', 'pantes', 'rantingnya', 'rendah', 'game', 'gk', 'berkualitas']",<FreqDist with 30 samples and 33 outcomes>,"['game', 'busuk', 'menang', 'kalah', 'setting', 'pure', 'match', 'jaringan', 'suka', 'reconnect', 'deket', 'turent', 'musuh', 'pas', 'game', 'auto', 'masuk', 'turent', 'mati', 'pantes', 'rantingnya', 'rendah', 'game', 'gk', 'berkualitas']","['game', 'busuk', 'menang', 'kalah', 'setting', 'pure', 'match', 'jaring', 'suka', 'reconnect', 'deket', 'turent', 'musuh', 'pas', 'game', 'auto', 'masuk', 'turent', 'mati', 'pantes', 'ranting', 'rendah', 'game', 'gk', 'kualitas']"
157,sinyal tiba tiba ilang dan lost connect padahal membuka sosial media dan game lain lancar dan sudah match seperti ini dan diberi peringatan afk padahal karena sinyal yang tiba tiba hilang cepat perbaiki masalah ini sejak update hero joy seperti ini,1,"['sinyal', 'tiba', 'tiba', 'ilang', 'dan', 'lost', 'connect', 'padahal', 'membuka', 'sosial', 'media', 'dan', 'game', 'lain', 'lancar', 'dan', 'sudah', 'match', 'seperti', 'ini', 'dan', 'diberi', 'peringatan', 'afk', 'padahal', 'karena', 'sinyal', 'yang', 'tiba', 'tiba', 'hilang', 'cepat', 'perbaiki', 'masalah', 'ini', 'sejak', 'update', 'hero', 'joy', 'seperti', 'ini']",<FreqDist with 30 samples and 41 outcomes>,"['sinyal', 'ilang', 'lost', 'connect', 'membuka', 'sosial', 'media', 'game', 'lancar', 'match', 'peringatan', 'afk', 'sinyal', 'hilang', 'cepat', 'perbaiki', 'update', 'hero', 'joy']","['sinyal', 'ilang', 'lost', 'connect', 'buka', 'sosial', 'media', 'game', 'lancar', 'match', 'ingat', 'afk', 'sinyal', 'hilang', 'cepat', 'baik', 'update', 'hero', 'joy']"
158,masih banyak sekali kekurangannya salah satunya adalahcheater masih banyak yang berkeliaranpengguna map hackdamage tinggidls dan juga terkadang jika kita login pasti suka mengecek resource padahal resource dan data ml nya tidak ada yang kurang rusak dll untuk moonton mohon kedepannya perbaiki ya,1,"['masih', 'banyak', 'sekali', 'kekurangannya', 'salah', 'satunya', 'adalahcheater', 'masih', 'banyak', 'yang', 'berkeliaranpengguna', 'map', 'hackdamage', 'tinggidls', 'dan', 'juga', 'terkadang', 'jika', 'kita', 'login', 'pasti', 'suka', 'mengecek', 'resource', 'padahal', 'resource', 'dan', 'data', 'ml', 'nya', 'tidak', 'ada', 'yang', 'kurang', 'rusak', 'dll', 'untuk', 'moonton', 'mohon', 'kedepannya', 'perbaiki', 'ya']",<FreqDist with 37 samples and 42 outcomes>,"['kekurangannya', 'salah', 'satunya', 'adalahcheater', 'berkeliaranpengguna', 'map', 'hackdamage', 'tinggidls', 'terkadang', 'login', 'suka', 'mengecek', 'resource', 'resource', 'data', 'ml', 'rusak', 'dll', 'moonton', 'mohon', 'kedepannya', 'perbaiki']","['kurang', 'salah', 'satu', 'adalahcheater', 'berkeliaranpengguna', 'map', 'hackdamage', 'tinggidls', 'terkadang', 'login', 'suka', 'ecek', 'resource', 'resource', 'data', 'ml', 'rusak', 'dll', 'moonton', 'mohon', 'depan', 'baik']"
159,lama ini game gak jelas sering leq padahal sinyal bagus tiba jadi merah setiap habis match selalu loadingnya lama padahal buka ytigfbffpubg lancar aja kagak ada kendala,1,"['lama', 'ini', 'game', 'gak', 'jelas', 'sering', 'leq', 'padahal', 'sinyal', 'bagus', 'tiba', 'jadi', 'merah', 'setiap', 'habis', 'match', 'selalu', 'loadingnya', 'lama', 'padahal', 'buka', 'ytigfbffpubg', 'lancar', 'aja', 'kagak', 'ada', 'kendala']",<FreqDist with 25 samples and 27 outcomes>,"['game', 'leq', 'sinyal', 'bagus', 'merah', 'habis', 'match', 'loadingnya', 'buka', 'ytigfbffpubg', 'lancar', 'kagak', 'kendala']","['game', 'leq', 'sinyal', 'bagus', 'merah', 'habis', 'match', 'loadingnya', 'buka', 'ytigfbffpubg', 'lancar', 'kagak', 'kendala']"
160,kenapa setiap bermain sinyal selalu bermasalah dan menghubungkan kembali padahal sinyal bagus dan stabil tapi saat bermain sinyal selalu merah dan menjadi faktor untuk afk mohon untuk jadi konsen agar bener bener diperhatikan untuk kenyamanan,1,"['kenapa', 'setiap', 'bermain', 'sinyal', 'selalu', 'bermasalah', 'dan', 'menghubungkan', 'kembali', 'padahal', 'sinyal', 'bagus', 'dan', 'stabil', 'tapi', 'saat', 'bermain', 'sinyal', 'selalu', 'merah', 'dan', 'menjadi', 'faktor', 'untuk', 'afk', 'mohon', 'untuk', 'jadi', 'konsen', 'agar', 'bener', 'bener', 'diperhatikan', 'untuk', 'kenyamanan']",<FreqDist with 26 samples and 35 outcomes>,"['bermain', 'sinyal', 'bermasalah', 'menghubungkan', 'sinyal', 'bagus', 'stabil', 'bermain', 'sinyal', 'merah', 'faktor', 'afk', 'mohon', 'konsen', 'bener', 'bener', 'diperhatikan', 'kenyamanan']","['main', 'sinyal', 'masalah', 'hubung', 'sinyal', 'bagus', 'stabil', 'main', 'sinyal', 'merah', 'faktor', 'afk', 'mohon', 'konsen', 'bener', 'bener', 'perhati', 'nyaman']"
161,tolong lah moonton gw dh semaksimal mungkin baiki jaringan pke cara apapun dh gua lakuin tpi tetep aj ngelag tolong di perbaiki tentang masalah jaringan moonton agar player yang lain nyaman jgn skin grafik itu mulu yang di tingkatkan dan lawan ny juga harus seimbang agar player lain bisa senang dan nyaman di setiap komentar game ini bnyk gw liat tentang player yang berkomentar tentang masalah jaringan dan lawan ny yang gak seimbang kalo gini terus mah bnyk yng pensi,1,"['tolong', 'lah', 'moonton', 'gw', 'dh', 'semaksimal', 'mungkin', 'baiki', 'jaringan', 'pke', 'cara', 'apapun', 'dh', 'gua', 'lakuin', 'tpi', 'tetep', 'aj', 'ngelag', 'tolong', 'di', 'perbaiki', 'tentang', 'masalah', 'jaringan', 'moonton', 'agar', 'player', 'yang', 'lain', 'nyaman', 'jgn', 'skin', 'grafik', 'itu', 'mulu', 'yang', 'di', 'tingkatkan', 'dan', 'lawan', 'ny', 'juga', 'harus', 'seimbang', 'agar', 'player', 'lain', 'bisa', 'senang', 'dan', 'nyaman', 'di', 'setiap', 'komentar', 'game', 'ini', 'bnyk', 'gw', 'liat', 'tentang', 'player', 'yang', 'berkomentar', 'tentang', 'masalah', 'jaringan', 'dan', 'lawan', 'ny', 'yang', 'gak', 'seimbang', 'kalo', 'gini', 'terus', 'mah', 'bnyk', 'yng', 'pensi']",<FreqDist with 55 samples and 80 outcomes>,"['tolong', 'moonton', 'gw', 'dh', 'semaksimal', 'baiki', 'jaringan', 'pke', 'apapun', 'dh', 'gua', 'lakuin', 'tpi', 'tetep', 'aj', 'ngelag', 'tolong', 'perbaiki', 'jaringan', 'moonton', 'player', 'nyaman', 'skin', 'grafik', 'mulu', 'tingkatkan', 'lawan', 'seimbang', 'player', 'senang', 'nyaman', 'komentar', 'game', 'bnyk', 'gw', 'liat', 'player', 'berkomentar', 'jaringan', 'lawan', 'seimbang', 'gini', 'mah', 'bnyk', 'yng', 'pensi']","['tolong', 'moonton', 'gw', 'dh', 'maksimal', 'baik', 'jaring', 'pke', 'apa', 'dh', 'gua', 'lakuin', 'tpi', 'tetep', 'aj', 'ngelag', 'tolong', 'baik', 'jaring', 'moonton', 'player', 'nyaman', 'skin', 'grafik', 'mulu', 'tingkat', 'lawan', 'imbang', 'player', 'senang', 'nyaman', 'komentar', 'game', 'bnyk', 'gw', 'liat', 'player', 'komentar', 'jaring', 'lawan', 'imbang', 'gin', 'mah', 'bnyk', 'yng', 'pensi']"
162,dear monton untuk mengurangi data nya agar tidak terlalu besar kami sebagai ram yg ukuran kecil kesusahan untuk memainkan nya lag serta log out yg gak jelas dan bahkan tidak bisa digerakkan mohon perbaikanya dan serta bug yg jelas itu terimakasih semoga membaca,1,"['dear', 'monton', 'untuk', 'mengurangi', 'data', 'nya', 'agar', 'tidak', 'terlalu', 'besar', 'kami', 'sebagai', 'ram', 'yg', 'ukuran', 'kecil', 'kesusahan', 'untuk', 'memainkan', 'nya', 'lag', 'serta', 'log', 'out', 'yg', 'gak', 'jelas', 'dan', 'bahkan', 'tidak', 'bisa', 'digerakkan', 'mohon', 'perbaikanya', 'dan', 'serta', 'bug', 'yg', 'jelas', 'itu', 'terimakasih', 'semoga', 'membaca']",<FreqDist with 35 samples and 43 outcomes>,"['dear', 'monton', 'mengurangi', 'data', 'ram', 'ukuran', 'kesusahan', 'memainkan', 'lag', 'log', 'out', 'digerakkan', 'mohon', 'perbaikanya', 'bug', 'terimakasih', 'semoga', 'membaca']","['dear', 'monton', 'kurang', 'data', 'ram', 'ukur', 'susah', 'main', 'lag', 'log', 'out', 'gerak', 'mohon', 'perbaikanya', 'bug', 'terimakasih', 'moga', 'baca']"
